pub_year,lexeme,target,n_docs,n_pos,prevalence,prev_lo95,prev_hi95,std_prev,std_lo95,std_hi95,L_star
2019,battle,abstract,885697,180,0.0002032297727100803,0.00017563228559132465,0.00023516269369470367,0.00030163841999805344,0.0003011746318886954,0.0003021029220932054,250
2020,battle,abstract,1023857,336,0.0003281708285434392,0.0002949117343589416,0.00036517939468330165,0.00031220247075125127,0.000311726852359582,0.00031267881459245685,250
2021,battle,abstract,1172890,418,0.0003563846567026746,0.00032382325176096976,0.00039221892455067073,0.00032313637855278153,0.0003226364105128091,0.00032363712110892084,250
2022,battle,abstract,1221578,352,0.00028815188223756485,0.0002595844970737385,0.0003198621145224076,0.0003344530839121215,0.00033391552075427163,0.00033499151219092116,250
2023,battle,abstract,1176462,318,0.0002703019732044044,0.00024218429039918495,0.00030168314397297587,0.0003461659794921693,0.0003455775858028017,0.0003467553746557564,250
2024,battle,abstract,1227755,418,0.00034045880489185545,0.0003093522653715804,0.00037469205217761855,0.00035828892586461144,0.00035763696497180666,0.0003589420748347778,250
2025,battle,abstract,1127750,250,0.00022168033695411216,0.00019585385774987962,0.00025091159788265754,0.00037083626781120126,0.0003701086993703876,0.00037156526599163987,250
2010,battlefield,any,387434,42,0.0001084055606890464,8.020639237181149e-05,0.0001465176118967041,9.865354666405038e-05,9.804336421952612e-05,9.92675262615528e-05,250
2011,battlefield,any,509457,67,0.00013151257122779743,0.00010356872696106899,0.00016699467576482182,0.00010196568110591419,0.00010138257044965427,0.00010255214522976543,250
2012,battlefield,any,552351,54,9.776392185403846e-05,7.493585756927777e-05,0.00012754532015573394,0.00010538900342369063,0.0001048339746999942,0.00010594697035748443,250
2013,battlefield,any,616976,62,0.00010049013251731023,7.83974746079455e-05,0.00012880776976181997,0.00010892724537816235,0.00010840085143462179,0.00010945619520800417,250
2014,battlefield,any,668201,58,8.680022927232973e-05,6.715255227962445e-05,0.00011219583220537414,0.00011258426392329491,0.000112086378961876,0.0001130843602274438,250
2015,battlefield,any,692692,64,9.239315597697101e-05,7.236153165218833e-05,0.00011796942015926676,0.00011636404540249234,0.00011589355857961069,0.00011683644201214346,250
2016,battlefield,any,744227,63,8.465159151710433e-05,6.617103764001524e-05,0.00010829292110453569,0.00012027070988524577,0.00011982511907629881,0.00012071795750203887,250
2017,battlefield,any,767947,50,6.5108659842411e-05,4.939075753226013e-05,8.582813046769834e-05,0.000124308515648858,0.00012388343435602286,0.00012473505534139586,250
2018,battlefield,any,826130,84,0.00010167891251982134,8.213666175314419e-05,0.00012587014077324732,0.00012848186381008269,0.00012807052343860573,0.00012889452516538013,250
2019,battlefield,any,885697,71,8.016285479119835e-05,6.35599703601333e-05,0.00010110224061900666,0.00013279530311166525,0.00013238824386582184,0.0001332036137915514,250
2020,battlefield,any,1023857,140,0.00013673784522643298,0.00011588713352550024,0.0001613394653707621,0.0001372535348689487,0.0001368387529734106,0.00013766957386694248,250
2021,battlefield,any,1172890,98,8.355429750445481e-05,6.856890364427266e-05,0.00010181434141747609,0.00014186141808187868,0.0001414251113140146,0.0001422990706963291,250
2022,battlefield,any,1221578,131,0.00010723834253727555,9.03803849696803e-05,0.00012724028504881358,0.00014662397471790542,0.00014615167317775306,0.00014709780231603759,250
2023,battlefield,any,1176462,155,0.000131750961782021,0.00011257912895154169,0.00015418718738411145,0.00015154639517147412,0.00015102400126482457,0.00015207059577034335,250
2024,battlefield,any,1227755,149,0.00012135971753322121,0.00010337599331032613,0.0001424715205728129,0.0001566340439059834,0.00015604843377851066,0.00015722185133391694,250
2025,battlefield,any,1127750,178,0.00015783639991132786,0.0001362914089414381,0.00018278660754770683,0.00016189246528427144,0.00016123163523716424,0.00016255600339392144,250
2010,battlefield,title,387434,6,1.5486508669863772e-05,7.097624544472648e-06,3.379011827653379e-05,1.5196937562017446e-05,1.4924936982386275e-05,1.5473895158925435e-05,250
2011,battlefield,title,509457,10,1.9628741974298126e-05,1.0662339019527877e-05,3.6135092462006725e-05,1.5760942615420765e-05,1.5498813317005987e-05,1.602750519955792e-05,250
2012,battlefield,title,552351,14,2.534620196215812e-05,1.5098893649992826e-05,4.254785157740097e-05,1.6345879287397582e-05,1.6094443661260936e-05,1.6601242904204545e-05,250
2013,battlefield,title,616976,12,1.9449703067866498e-05,1.112649532497296e-05,3.399889929872214e-05,1.6952524376069953e-05,1.671255400343395e-05,1.7195940349508385e-05,250
2014,battlefield,title,668201,9,1.34690010939822e-05,7.086317711084632e-06,2.5600453568527753e-05,1.7581683505538386e-05,1.7353854738181926e-05,1.7812503252330093e-05,250
2015,battlefield,title,692692,7,1.0105501434981203e-05,4.8952053823014755e-06,2.086135002464298e-05,1.823419219542896e-05,1.8019019889712254e-05,1.8451933912085165e-05,250
2016,battlefield,title,744227,13,1.7467788725751686e-05,1.0208745878075318e-05,2.9888300842267153e-05,1.8910916970113173e-05,1.870865559156721e-05,1.911536497735799e-05,250
2017,battlefield,title,767947,9,1.171955877163398e-05,6.165898463774558e-06,2.2275321522655152e-05,1.9612756509071652e-05,1.9423253762931977e-05,1.9804108099901706e-05,250
2018,battlefield,title,826130,21,2.5419728129955335e-05,1.6626942561449938e-05,3.886220038389342e-05,2.0340642839926376e-05,2.0163128905837397e-05,2.0519719554788564e-05,250
2019,battlefield,title,885697,17,1.919392297817425e-05,1.1984342323385691e-05,3.074053389821323e-05,2.1095542575723537e-05,2.092834621316825e-05,2.126407464005504e-05,250
2020,battlefield,title,1023857,26,2.5394171256337556e-05,1.7330539040471708e-05,3.720954742394461e-05,2.187845819810707e-05,2.1718677746043184e-05,2.2039414100651244e-05,250
2021,battlefield,title,1172890,18,1.5346707704899862e-05,9.707973412506731e-06,2.4260538836769086e-05,2.2690429388083796e-05,2.253367103071632e-05,2.2848278230046677e-05,250
2022,battlefield,title,1221578,23,1.8828105941659067e-05,1.2546784894744532e-05,2.825396797267951e-05,2.353253440614427e-05,2.33729251180039e-05,2.3693233610122296e-05,250
2023,battlefield,title,1176462,35,2.975021717658539e-05,2.139253874508135e-05,4.137295449621032e-05,2.4405891523568126e-05,2.423652248656322e-05,2.457644411178992e-05,250
2024,battlefield,title,1227755,30,2.443484245635326e-05,1.71167322276762e-05,3.488163802623932e-05,2.5311660506811462e-05,2.5125320797941658e-05,2.5499382152332207e-05,250
2025,battlefield,title,1127750,32,2.8375083130126357e-05,2.01005850833389e-05,4.005567980948286e-05,2.6251044156942625e-05,2.6040860987967067e-05,2.646292372894644e-05,250
2010,battlefield,abstract,387434,39,0.00010066230635411451,7.364169756282983e-05,0.00013759595158506,9.299291228084591e-05,9.243533172884855e-05,9.355385590817318e-05,250
2011,battlefield,abstract,509457,65,0.0001275868228329378,0.0001001130707459709,0.00016259889439239865,9.599452113693865e-05,9.546395444096604e-05,9.652803631587732e-05,250
2012,battlefield,abstract,552351,45,8.146993487836538e-05,6.0891771930090456e-05,0.0001090016584829572,9.909300579385447e-05,9.859022391930962e-05,9.959835145640398e-05,250
2013,battlefield,abstract,616976,53,8.590285521641036e-05,6.568105752587752e-05,0.00011234981388959533,0.0001022914922519224,0.00010181675707376742,0.00010276844072317583,250
2014,battlefield,abstract,668201,52,7.782089520967493e-05,5.9349850592623914e-05,0.00010203996901008249,0.000105593207340322,0.00010514602958112994,0.00010604228670951137,250
2015,battlefield,abstract,692692,62,8.950586985269067e-05,6.982801750143153e-05,0.00011472839408530389,0.00010900148196659842,0.00010858028778872885,0.00010942430982148806,250
2016,battlefield,abstract,744227,55,7.39021830704879e-05,5.678268553333626e-05,9.61825672873413e-05,0.00011251975447072493,0.00011212145205795221,0.00011291947166089317,250
2017,battlefield,abstract,767947,45,5.8597793858169896e-05,4.379670472293239e-05,7.840051644610793e-05,0.00011615157408706527,0.00011577105424168655,0.00011653334449095566,250
2018,battlefield,abstract,826130,72,8.71533535884183e-05,6.921403479449144e-05,0.00010974178495455756,0.00011990060451769429,0.00011953030196582402,0.00012027205412168031,250
2019,battlefield,abstract,885697,62,7.000136615569433e-05,5.461147344402657e-05,8.972784840885657e-05,0.00012377062762064476,0.00012340038813617727,0.0001241419778006197,250
2020,battlefield,abstract,1023857,125,0.00012208736180931517,0.00010247972885249173,0.0001454460131448435,0.00012776554721676537,0.0001273830559578184,0.0001281491868294829,250
2021,battlefield,abstract,1172890,87,7.4175753907016e-05,6.0141378813689935e-05,9.148484048634376e-05,0.00013188939301898508,0.00013148116049776246,0.00013229889288329883,250
2022,battlefield,abstract,1221578,119,9.74149829155404e-05,8.141491598240253e-05,0.00011655909657486138,0.00013614632468790712,0.00013569883735540635,0.00013659528747561757,250
2023,battlefield,abstract,1176462,138,0.00011730085629625097,9.929547567196085e-05,0.00013857072405865775,0.00014054063601777578,0.0001400411901502413,0.00014104186286836994,250
2024,battlefield,abstract,1227755,130,0.00010588431731086414,8.918077821310714e-05,0.000125716032065366,0.00014507675925698864,0.00014451379527140063,0.00014564191599022219,250
2025,battlefield,abstract,1127750,160,0.0001418754156506318,0.00012153041223673178,0.0001656257444665651,0.00014975926956746,0.00014912232955242583,0.0001503989297087096,250
2010,battleground,any,387434,3,7.743254334931886e-06,2.6334086617086566e-06,2.276797903867202e-05,8.523440128748122e-06,8.446764301395709e-06,8.600811977881686e-06,250
2011,battleground,any,509457,6,1.1777245184578875e-05,5.397627927996069e-06,2.5696928378495993e-05,8.865716904844922e-06,8.793139148771942e-06,8.938893705639153e-06,250
2012,battleground,any,552351,5,9.052214986485043e-06,3.866571169980312e-06,2.1192426745449453e-05,9.221738402476528e-06,9.153595598273473e-06,9.290388482599197e-06,250
2013,battleground,any,616976,6,9.724851533933249e-06,4.456994065425797e-06,2.121881858874086e-05,9.592056554549012e-06,9.528654914981944e-06,9.655880051043515e-06,250
2014,battleground,any,668201,13,1.9455223802418732e-05,1.137027127049734e-05,3.328887659730984e-05,9.977245456530235e-06,9.918829173885291e-06,1.0036005774521528e-05,250
2015,battleground,any,692692,7,1.0105501434981203e-05,4.8952053823014755e-06,2.086135002464298e-05,1.0377902256305465e-05,1.0324600521434046e-05,1.0431479163596146e-05,250
2016,battleground,any,744227,4,5.374704223308211e-06,2.0901194316874896e-06,1.3820883124297455e-05,1.0794648079756414e-05,1.0746385091771554e-05,1.0843127818837755e-05,250
2017,battleground,any,767947,6,7.81303918108932e-06,3.58079069977483e-06,1.7047429188103996e-05,1.1228128993496884e-05,1.1184474855009321e-05,1.1271953516589067e-05,250
2018,battleground,any,826130,3,3.631389732850762e-06,1.235000966981615e-06,1.0677667812347989e-05,1.167901700625634e-05,1.1638964971178024e-05,1.1719206866881702e-05,250
2019,battleground,any,885697,7,7.903380049836457e-06,3.8284744673452215e-06,1.6315413836190548e-05,1.2148011110462518e-05,1.2109735792041082e-05,1.2186407404450395e-05,250
2020,battleground,any,1023857,22,2.148737567843947e-05,1.4190670278201872e-05,3.253585434650055e-05,1.2635838365635796e-05,1.2596652959500476e-05,1.2675145667372751e-05,250
2021,battleground,any,1172890,13,1.1083733342427679e-05,6.477689198134694e-06,1.896490225036157e-05,1.3143255025273388e-05,1.3100000840400647e-05,1.3186652026918452e-05,250
2022,battleground,any,1221578,10,8.186133018112637e-06,4.446701934354983e-06,1.5070172016736582e-05,1.3671047708968558e-05,1.3620693432774367e-05,1.372158813709042e-05,250
2023,battleground,any,1176462,23,1.955014271604183e-05,1.3027941297370291e-05,2.9337469634485232e-05,1.422003462157956e-05,1.4160002264871008e-05,1.4280321486184318e-05,250
2024,battleground,any,1227755,14,1.1402926479631522e-05,6.792781503845728e-06,1.914183834614058e-05,1.4791066821336287e-05,1.4719219173720814e-05,1.4863265167428381e-05,250
2025,battleground,any,1127750,21,1.8621148304145423e-05,1.2180007345960005e-05,2.846845434439905e-05,1.5385029538848363e-05,1.529953339391429e-05,1.547100344199388e-05,250
2010,battleground,title,387434,1,2.5810847783106284e-06,4.5562498704088674e-07,1.4621525966255945e-05,1.8413563214429719e-06,1.796237001579409e-06,1.88760898238594e-06,250
2011,battleground,title,509457,2,3.925748394859625e-06,1.0765824683411327e-06,1.4315098663108388e-05,1.9153708280108056e-06,1.872898989388064e-06,1.9588058010859683e-06,250
2012,battleground,title,552351,1,1.8104429972970086e-06,3.195877158207714e-07,1.0255966949847204e-05,1.9923603895444977e-06,1.9527978947900034e-06,2.0327243946927537e-06,250
2013,battleground,title,616976,2,3.2416171779777496e-06,8.889688026188529e-07,1.182045587186217e-05,2.072444589575468e-06,2.0360542761878054e-06,2.1094853041486182e-06,250
2014,battleground,title,668201,3,4.4896670313274e-06,1.5268930987904222e-06,1.3201313298529766e-05,2.1557478183034483e-06,2.122782739763443e-06,2.189224816411936e-06,250
2015,battleground,title,692692,2,2.887286124280344e-06,7.917983542602716e-07,1.0528406490885007e-05,2.2423994657975654e-06,2.2130822273288098e-06,2.2721050759716015e-06,250
2016,battleground,title,744227,0,0.0,0.0,5.1616495940482715e-06,2.3325341229627563e-06,2.307015404676283e-06,2.358335112206719e-06,250
2017,battleground,title,767947,1,1.30217319684822e-06,2.2986558100472696e-07,7.376687475955961e-06,2.42629179058364e-06,2.404562935123315e-06,2.448216998568912e-06,250
2018,battleground,title,826130,0,0.0,4.235164736271502e-22,4.649923084993978e-06,2.5238180967704102e-06,2.5055229839883117e-06,2.5422467985488694e-06,250
2019,battleground,title,885697,3,3.3871628785013386e-06,1.15194169916114e-06,9.959551437149365e-06,2.6252645231444503e-06,2.6093382474408405e-06,2.641288005711939e-06,250
2020,battleground,title,1023857,4,3.906795577898085e-06,1.5192775197873217e-06,1.0046218826202569e-05,2.7307886401149666e-06,2.715095620519654e-06,2.7465723637671653e-06,250
2021,battleground,title,1172890,4,3.410379489977747e-06,1.3262307560360712e-06,8.769703251056991e-06,2.8405543516119077e-06,2.8223152953849546e-06,2.8589112763922204e-06,250
2022,battleground,title,1221578,2,1.6372266036225275e-06,4.489867028691728e-07,5.970115607402405e-06,2.9547321496552887e-06,2.9315828632299756e-06,2.978064234210856e-06,250
2023,battleground,title,1176462,8,6.800049640362375e-06,3.4457582205494573e-06,1.341954982451088e-05,3.0734993791561665e-06,3.043793096249536e-06,3.1034955833805403e-06,250
2024,battleground,title,1227755,3,2.4434842456353263e-06,8.310054904091965e-07,7.18478595687578e-06,3.197040513360548e-06,3.1595849096793878e-06,3.2349401366673367e-06,250
2025,battleground,title,1127750,6,5.320328086898692e-06,2.4383562922558942e-06,1.1608555576563104e-05,3.3255474403638476e-06,3.2793692990944688e-06,3.3723758327471628e-06,250
2010,battleground,abstract,387434,2,5.162169556621257e-06,1.4156542288420052e-06,1.882361509799675e-05,7.057741221769321e-06,6.994317390502863e-06,7.12174017044895e-06,250
2011,battleground,abstract,509457,4,7.85149678971925e-06,3.053297871123928e-06,2.0189820847846864e-05,7.339268510011042e-06,7.2789021611072306e-06,7.400135493355642e-06,250
2012,battleground,abstract,552351,5,9.052214986485043e-06,3.866571169980312e-06,2.1192426745449453e-05,7.632025596375689e-06,7.574946388640389e-06,7.68953490760421e-06,250
2013,battleground,abstract,616976,4,6.483234355955499e-06,2.52120602639565e-06,1.6671412637928187e-05,7.936460417556416e-06,7.882865120298443e-06,7.990420104270764e-06,250
2014,battleground,abstract,668201,10,1.4965556771091333e-05,8.129289206241593e-06,2.755057622041949e-05,8.253038777077627e-06,8.20306540033628e-06,8.30331659094396e-06,250
2015,battleground,abstract,692692,5,7.21821531070086e-06,3.0831939458441928e-06,1.689882123638059e-05,8.582245057902404e-06,8.535931982755586e-06,8.628809409936825e-06,250
2016,battleground,abstract,744227,4,5.374704223308211e-06,2.0901194316874896e-06,1.3820883124297455e-05,8.924582963457936e-06,8.88180514768867e-06,8.96756680999249e-06,250
2017,battleground,abstract,767947,5,6.5108659842411e-06,2.7810558823946964e-06,1.5242830639300507e-05,9.280576288212147e-06,9.24095021055353e-06,9.320372284695083e-06,250
2018,battleground,abstract,826130,3,3.631389732850762e-06,1.235000966981615e-06,1.0677667812347989e-05,9.650769718979542e-06,9.613528363353892e-06,9.688155340589502e-06,250
2019,battleground,abstract,885697,4,4.516217171335118e-06,1.7562700176076788e-06,1.1613321910509143e-05,1.0035729668181416e-05,9.999604138116677e-06,1.00719857074903e-05,250
2020,battleground,abstract,1023857,19,1.8557278995015904e-05,1.1880785421795327e-05,2.8985567823121667e-05,1.0436045140334167e-05,1.039924769663325e-05,1.047297278938467e-05,250
2021,battleground,abstract,1172890,10,8.525948724944368e-06,4.63128985017273e-06,1.5695749117855802e-05,1.0852328633090639e-05,1.0812727074791066e-05,1.0892075230317659e-05,250
2022,battleground,abstract,1221578,9,7.3675197163013745e-06,3.876199359345918e-06,1.4003453136643149e-05,1.128521707421152e-05,1.124063326315141e-05,1.132997771638435e-05,250
2023,battleground,abstract,1176462,16,1.360009928072475e-05,8.37174216937022e-06,2.209362074864755e-05,1.1735372795899363e-05,1.1683810530679652e-05,1.1787162609815549e-05,250
2024,battleground,abstract,1227755,11,8.959442233996197e-06,5.002989742613358e-06,1.6044676906636223e-05,1.2203484547984488e-05,1.2143196314502774e-05,1.2264072095289828e-05,250
2025,battleground,abstract,1127750,15,1.330082021724673e-05,8.060836122550168e-06,2.194700563919286e-05,1.2690268551511246e-05,1.2619717434028924e-05,1.2761214083265111e-05,250
2010,combat,any,387434,795,0.0020519623987569494,0.0019143236182366625,0.002199475521308919,0.0018316643968716725,0.001830036751945993,0.0018332934867750469,250
2011,combat,any,509457,1110,0.0021787903591470917,0.0020544546083469503,0.0023106334962712835,0.0019971825440873556,0.001995539639501516,0.0019988267985484535,250
2012,combat,any,552351,1217,0.0022033091277104595,0.0020830716605996762,0.0023304706419935758,0.0021776250894909904,0.002175974031530469,0.002179277397484233,250
2013,combat,any,616976,1376,0.0022302326184486915,0.0021155839005062675,0.0023510797951902277,0.002374331571561222,0.0023726795187202685,0.0023759847719564157,250
2014,combat,any,668201,1586,0.0023735373038950855,0.002259688728740668,0.0024931075124347427,0.002588760596238606,0.0025871140933775207,0.0025904081442530303,250
2015,combat,any,692692,1688,0.0024368694888926104,0.002323487760377014,0.0025557698539068145,0.002822500200908455,0.002820864091575883,0.002824137256501632,250
2016,combat,any,744227,1969,0.002645698153923467,0.0025315321778960932,0.0027649984672112847,0.0030772790788957745,0.003075654799514329,0.003078904213423716,250
2017,combat,any,767947,2035,0.0026499224555861277,0.002537403537642429,0.002767417082232031,0.0033549787279492076,0.0033533617640385508,0.003356596468920879,250
2018,combat,any,826130,2156,0.0026097587546754144,0.0025020313304056846,0.0027221118316751794,0.003657646589295467,0.003656022969972703,0.003659270927010315,250
2019,combat,any,885697,2405,0.00271537557426524,0.0026091359439051843,0.0028259288471498964,0.003987510246757426,0.003985852335374995,0.003989168844984508,250
2020,combat,any,1023857,3698,0.00361183251176678,0.003497480116274298,0.0037299097390474743,0.004346992758048233,0.00434525536113364,0.0043487308466054675,250
2021,combat,any,1172890,4636,0.003952629828884209,0.0038406890251616683,0.004067819938687608,0.004738729192558629,0.004736847725064305,0.004740611403808903,250
2022,combat,any,1221578,5064,0.00414545776037224,0.004033067750798674,0.004260966357240444,0.005165584451596747,0.0051634764148738065,0.005167693344474531,250
2023,combat,any,1176462,5243,0.004456582533052492,0.004337827700485205,0.0045785735150513755,0.005630672447940061,0.005628241420781502,0.005633104519192703,250
2024,combat,any,1227755,7013,0.005712051671546848,0.005580285086197769,0.005846911350971001,0.006137376721502857,0.006134516404609422,0.006140238363825439,250
2025,combat,any,1127750,6639,0.005886943028153403,0.00574742615474769,0.006029826088206141,0.006689372566653134,0.006685968982612277,0.006692777871660807,250
2010,combat,title,387434,129,0.0003329599364020711,0.00028025347449038313,0.0003955748282762797,0.00024237049460702114,0.000241877344374165,0.00024286465005214514,250
2011,combat,title,509457,160,0.00031405987158877,0.0002690265989968237,0.00036662865154880625,0.0002621314657681498,0.00026164034218890774,0.0002626235109904615,250
2012,combat,title,552351,168,0.00030415442354589747,0.000261513120646637,0.00035374618969658575,0.00028350313318251336,0.00028301658380168866,0.0002839905187795365,250
2013,combat,title,616976,202,0.0003274033349757527,0.0002852651015399136,0.0003757637221188489,0.000306616705497128,0.0003061372432201266,0.00030709691846180897,250
2014,combat,title,668201,228,0.0003412146943808824,0.00029971153411118245,0.00038846285537209494,0.00033161406656684024,0.00033114393470034094,0.00033208486566751094,250
2015,combat,title,692692,224,0.0003233760459193985,0.00028371556556822477,0.00036857860422080397,0.0003586486417623107,0.0003581894280162329,0.0003591084440280185,250
2016,combat,title,744227,261,0.0003506994505708608,0.00031066151830219245,0.0003958954120582241,0.00038788633420100595,0.0003874383584991587,0.00038833482767364934,250
2017,combat,title,767947,299,0.0003893497858576178,0.0003476550494780315,0.00043604284670165034,0.00041950653648051837,0.00041906793028091065,0.0004199456015426717,250
2018,combat,title,826130,309,0.0003740331424836285,0.00033459547187688027,0.00041811725772468314,0.00045370322392771135,0.0004532686743490377,0.0004541381899206481,250
2019,combat,title,885697,335,0.00037823318809931613,0.0003398471315207804,0.000420953160495227,0.0004906861358432728,0.0004902454739848,0.0004911271936002668,250
2020,combat,title,1023857,561,0.0005479280798002065,0.0005044348733414377,0.0005951691091847122,0.0005306820517212733,0.0005302192375075581,0.0005311452696984721,250
2021,combat,title,1172890,637,0.0005431029337789562,0.0005025430293786804,0.0005869344780071046,0.0005739361699592975,0.0005734294178036718,0.0005744433696855203,250
2022,combat,title,1221578,688,0.0005632059516461495,0.0005226747281619883,0.0006068782923485973,0.0006207135971488294,0.0006201368019114398,0.0006212909285355293,250
2023,combat,title,1176462,711,0.0006043544117872061,0.000561545931628214,0.0006504241983779807,0.0006713009566499593,0.0006706255468784848,0.000671977046192156,250
2024,combat,title,1227755,867,0.0007061669469886093,0.0006607146653756174,0.0007547436478838451,0.0007260081258113528,0.0007252042912491086,0.0007268128507158634,250
2025,combat,title,1127750,1004,0.0008902682332077145,0.0008368983535399485,0.0009470383397886688,0.0007851701118979634,0.0007842071119363244,0.000786134293485353,250
2010,combat,abstract,387434,756,0.0019513000924028352,0.0018171920918110152,0.0020952844311664326,0.0017782233674502265,0.001776567070602846,0.001779881205712969,250
2011,combat,abstract,509457,1067,0.00209438676865761,0.001972549671961692,0.0022237325245248346,0.0019345496778044274,0.0019328811461056846,0.0019362196470448234,250
2012,combat,abstract,552351,1159,0.002098303433867233,0.0019810415920878312,0.0022224907833838757,0.002104589896290516,0.002102916325097425,0.0021062647965563613,250
2013,combat,abstract,616976,1301,0.002108671974274526,0.001997268671739815,0.0022262752493375742,0.0022895417755373904,0.0022878703683703347,0.002291214400949386,250
2014,combat,abstract,668201,1487,0.0022253782918612813,0.0021152211597722475,0.0023412587608453417,0.002490706703184434,0.002489044008820867,0.0024923705054613423,250
2015,combat,abstract,692692,1598,0.002306941613299995,0.0021966900226560652,0.0024227132815153774,0.0027094984899551935,0.0027078493288955775,0.002711148652672676,250
2016,combat,abstract,744227,1849,0.0024844570272242205,0.002373893994298426,0.002600156061950851,0.002947452870009589,0.0029458186621877675,0.002949087981734977,250
2017,combat,abstract,767947,1879,0.0024467834368778053,0.0023387481212041785,0.0025597964935456354,0.0032062377651760755,0.0032046140499792457,0.0032078623004299965,250
2018,combat,abstract,826130,1997,0.002417295098834324,0.0023136917836378205,0.002525525856643255,0.003487664367226708,0.0034860374016627963,0.0034892920894515843,250
2019,combat,abstract,885697,2223,0.002509887692969492,0.002407818680650499,0.002616272130295831,0.0037936990947987992,0.0037920417841390648,0.0037953571270260885,250
2020,combat,abstract,1023857,3372,0.003293428672168086,0.0031842990138933637,0.0034062855514917258,0.004126476483817271,0.0041247446339629755,0.0041282090578063065,250
2021,combat,abstract,1172890,4256,0.003628643777336323,0.0035214391520492403,0.003739099830940788,0.004488313072247842,0.004486443645969739,0.004490183273971281,250
2022,combat,abstract,1221578,4690,0.0038392963854948273,0.0037311781984081913,0.003950535085422592,0.004881722341609643,0.0048796349518837115,0.0048838106198880685,250
2023,combat,abstract,1176462,4841,0.004114880038624282,0.0040008123290761,0.00423218612909437,0.005309430778772784,0.005307031671783381,0.005311830964515472,250
2024,combat,abstract,1227755,6522,0.0053121347500111995,0.005185094391513699,0.005442270705134493,0.00577439512201384,0.00577158125875926,0.005777210349161183,250
2025,combat,abstract,1127750,6033,0.005349589891376635,0.005216635956448757,0.005485913673714856,0.006279820854922496,0.006276482203859848,0.0062831612706858745,250
2010,conquer,any,387434,49,0.0001264731541372208,9.567481695751896e-05,0.0001671840159257901,0.00012838575639533353,0.00012781885143584468,0.0001289551753797914,250
2011,conquer,any,509457,52,0.00010206945826635026,7.784313156934822e-05,0.00013383448925013308,0.0001328500358254552,0.00013230716647163782,0.000133395132328606,250
2012,conquer,any,552351,70,0.0001267310098107906,0.00010031852271925381,0.00016009642800480505,0.00013746952757272906,0.00013695247217223883,0.00013798853481378968,250
2013,conquer,any,616976,75,0.00012156064417416561,9.698799979571452e-05,0.00015235800550802926,0.00014224962648809542,0.00014176006279157646,0.00014274088063531186,250
2014,conquer,any,668201,68,0.00010176578604342107,8.028307461855567e-05,0.00012899625133692996,0.00014719591482922968,0.0001467353275850515,0.00014765794759633784,250
2015,conquer,any,692692,107,0.0001544698076489984,0.00012784468700798937,0.00018663887963493868,0.000152314168763134,0.00015188370785217966,0.00015274584947765318,250
2016,conquer,any,744227,103,0.00013839863375018644,0.00011412872827174402,0.0001678287600921737,0.0001576103650938152,0.00015721062610358894,0.00015801112033854986,250
2017,conquer,any,767947,134,0.0001744912083776615,0.00014734448533336968,0.0002066384054260135,0.00016309068822280924,0.0001627213731447236,0.00016346084136737392,250
2018,conquer,any,826130,141,0.00017067531744398583,0.00014473478294518136,0.000201264187773587,0.00016876153735056746,0.0001684209399919344,0.00016910282338211953,250
2019,conquer,any,885697,144,0.00016258381816806425,0.00013811070684348326,0.00019139271593751774,0.000174629533926994,0.00017431380633125236,0.00017494583328738517,250
2020,conquer,any,1023857,170,0.00016603881206066863,0.00014288656701278273,0.0001929417456813338,0.00018070152935971217,0.00018040378889016035,0.00018099976113457057,250
2021,conquer,any,1172890,222,0.00018927606169376497,0.00016596351495539157,0.0002158625659656902,0.00018698461298892406,0.00018669423887174833,0.00018727543865369422,250
2022,conquer,any,1221578,242,0.00019810441903832585,0.00017466977112960312,0.0002246824804052681,0.0001934861203380258,0.00019318894328521682,0.00019378375444123344,250
2023,conquer,any,1176462,216,0.00018360134028978412,0.00016069649101554546,0.00020977024372640813,0.00020021364164946363,0.000199893477151535,0.00020053431884419084,250
2024,conquer,any,1227755,236,0.00019222076065664566,0.00016921309922248798,0.00021835605748201614,0.00020717503071562753,0.00020681583646113493,0.00020753484868314361,250
2025,conquer,any,1127750,156,0.000138328530259366,0.00011825917526802295,0.0001618032348161966,0.00021437841401491088,0.00021396575597979617,0.00021479186773842512,250
2010,conquer,title,387434,12,3.0973017339727544e-05,1.7718612456105188e-05,5.4141840606152776e-05,2.7221114802244072e-05,2.694198784203751e-05,2.750313352075343e-05,250
2011,conquer,title,509457,17,3.336886135630681e-05,2.0834963042410582e-05,5.344249999544847e-05,2.7766493310590763e-05,2.750376582048333e-05,2.8031730413365224e-05,250
2012,conquer,title,552351,17,3.0777530954049146e-05,1.9216972170446305e-05,4.929235549426883e-05,2.8322798237456028e-05,2.807692741820405e-05,2.8570822096164004e-05,250
2013,conquer,title,616976,18,2.9174554601799746e-05,1.8455186833169004e-05,4.6119789760054544e-05,2.889024847630315e-05,2.8661595998613423e-05,2.9120725012674895e-05,250
2014,conquer,title,668201,15,2.2448335156637e-05,1.3604619417642484e-05,3.70407167442621e-05,2.946906730527214e-05,2.925784929775061e-05,2.968181009070925e-05,250
2015,conquer,title,692692,21,3.0316504304943612e-05,1.9829917566403713e-05,4.634841941357844e-05,3.0059482474988782e-05,2.9865693621715046e-05,3.0254528723584143e-05,250
